run_id,phase,model,MAX_CANDS,seed,user,target,rank_k,is_hit,s_cbf_raw,s_cf_raw,s_cbf_norm,s_cf_norm,s_hybrid,blend_method,alpha_used,hit_count,matched_kws,kw_n,user_profile_len,user_bin,item_popularity,candidate_size,context_strength,ctx_sz,explanation_type,reason_th,confidence,user_routing,topk_longtail_rate,topk_avg_popularity,rank_before,rank_after_drop_ctx,rank_drop_ctx,y_true,has_explanation,dominance_gap,item_pop_bin,context_bin,topk_k
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล1,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,6,1,0.7592335343360901,0.1342136412858963,0.7242079377174377,0.9361778497695923,0.05334281548857689,RRF,,3,"['ไพร่พล', 'พระลักษมณ์', 'กรุงลงกา']",3,17,mid,14,40,0.225,40,Balanced,แนะนำภายในบริบท งานฌาปนกิจศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.028944876123820778,CF-preferred,0.5,16.8,6,8,2,1,1,0.21196991205215454,mid,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล10,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1,0.8012661933898926,0.12729722261428833,1.0,1.0,0.06451612710952759,RRF,,4,"['พระยา', 'กวางทอง', 'มารีศ', 'อุบาย']",4,4,cold,120,50,0.22,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.03124996628525441,CBF-preferred,0.5,22.0,1,1,0,1,1,0.0,popular,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล11,นักษัตร,1,1,0.860505223274231,0.1002245545387268,1.0,0.9890729188919067,0.0635080635547638,RRF,,3,"['นักษัตร', 'กระบวนท่ารำ', 'ปกป้อง']",3,10,cold,2,47,0.1276595744680851,47,Balanced,แนะนำภายในบริบท งานเปิดบริษัท และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.09841264921122779,CF-preferred,0.5,13.6,1,1,0,1,1,0.010927081108093262,niche,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล12,ฟ้อนเจิง,2,1,0.7871906757354736,0.09827449917793274,1.0,0.9303277730941772,0.06082949414849281,RRF,,3,"['ภาคเหนือ', 'ต่อสู้', 'ล้านนา']",3,7,cold,15,50,0.4,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.04217683290237449,CF-preferred,0.4,13.1,2,1,-1,1,1,0.06967222690582275,mid,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล13,ระบำสุโขทัย,1,1,0.8310085535049438,0.10186109691858292,1.0,1.0,0.06451612710952759,RRF,,4,"['การปั้น', 'หล่อสำริด', 'ปูนปั้น', 'สมัยสุโขทัย']",4,6,cold,20,47,0.0425531914893617,47,Balanced,แนะนำภายในบริบท งานทำบุญ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.08506942965473797,CF-preferred,0.3,16.1,1,9,8,1,1,0.0,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล14,ระบำสุโขทัย,2,1,0.8093663454055786,0.12512393295764923,1.0,0.9823426604270935,0.0635080635547638,RRF,,3,"['การปั้น', 'พระพุทธรูป', 'สมัยสุโขทัย']",3,5,cold,20,22,0.09090909090909091,22,Balanced,แนะนำภายในบริบท งานเทศมหาชาติ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.0,CF-preferred,0.2,16.0,2,6,4,1,1,0.017657339572906494,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล15,การแสดงโขนเรื่องรามเกียรติ์ ชุดยกรบ,1,1,0.7811349630355835,0.11575651913881302,1.0,0.9413754343986511,0.06256109476089478,RRF,,3,"['วานร', 'สีน้ำเงิน', 'พระราม']",3,6,cold,14,23,0.17391304347826086,23,Balanced,แนะนำภายในบริบท งานไหว้ครู และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.07984681712758185,CF-preferred,0.4,15.9,1,3,2,1,1,0.05862456560134888,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล16,ระบำศรีชยสิงห์,1,1,0.7987831234931946,0.08135884255170822,1.0,1.0,0.06451612710952759,RRF,,3,"['ปราสาทพระขรรค์', 'จารึก', 'พระเจ้าชัยวรมัน']",3,6,cold,12,50,0.02,62,Balanced,แนะนำภายในบริบท วันสงกรานต์ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.13757618656906823,CF-preferred,0.3,16.9,1,1,0,1,1,0.0,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล17,ระบำชุดไทยพระราชนิยม,1,1,0.8157423734664917,0.08301199972629547,1.0,1.0,0.06451612710952759,RRF,,4,"['ไทยบรมพิมาน', 'ไทยดุสิต', 'ไทยเรือนต้น', 'ฉลองพระองค์']",4,7,cold,1,50,0.02,64,Balanced,แนะนำภายในบริบท งานต้อนรับอาคันตุกะ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.18364511552508017,CF-preferred,0.4,24.7,1,14,13,1,1,0.0,niche,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล18,รองเง็ง,5,1,0.807076096534729,0.07586919516324997,1.0,0.7065891623497009,0.05606758967041969,RRF,,3,"['งานรื่นเริง', 'ภาคใต้', 'ตะวันตก']",3,6,cold,9,50,0.24,66,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมต่างประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.03170165621543863,CF-preferred,0.7,12.1,5,3,-2,1,1,0.2934108376502991,niche,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล19,เซิ้งโปงลาง,1,1,0.7759495973587036,0.1062546893954277,0.7472928762435913,1.0,0.06166983023285866,RRF,,2,"['หญิงสาว', 'ผู้แสดง']",2,7,cold,11,50,0.4,62,Balanced,แนะนำภายในบริบท วันสงกรานต์ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.14597497543708304,CF-preferred,0.5,14.1,1,9,8,1,1,0.2527071237564087,niche,moderate,10
